CÓDIGO,BANCO,DESCRIÇÃO DAS ETAPAS,UNID.,QUANT.,UNITÁRIO C/ BDI e DESCONTO,DATA,CATEGORIA,TOTAL DA ETAPA,CORREÇÃO,CLASSIFICAÇÃO SINAPI
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,41.2,2023-01-01,EQUIPE,7416.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-01-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-01-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-01-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-01-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-01-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-01-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-01-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-01-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-01-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,29.85,2023-01-01,EQUIPE,5373.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,29.85,2023-01-01,EQUIPE,5373.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
122,SINAPI,"ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR",UNID,2.0,66.97,2023-01-01,MATERIAIS,133.94,NÃO,MATERIAL
142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,UNID,40.0,41.85,2023-01-01,MATERIAIS,1674.0,NÃO,MATERIAL
142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,UNID,60.0,41.85,2023-01-01,MATERIAIS,2511.0,NÃO,MATERIAL
112,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA",UNID,10.0,7.04,2023-01-01,MATERIAIS,70.4,NÃO,MATERIAL
3497,SINAPI,"JOELHO DE REDUCAO, PVC, ROSCAVEL COM BUCHA DE LATAO, 90 GRAUS, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL",UNID,15.0,23.43,2023-01-01,MATERIAIS,351.45,NÃO,NÃO ENCONTRADO
3529,SINAPI,"JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL",UNID,15.0,1.16,2023-01-01,MATERIAIS,17.4,NÃO,MATERIAL
3904,SINAPI,"LUVA PVC SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL",UNID,10.0,1.26,2023-01-01,MATERIAIS,12.6,NÃO,MATERIAL
135,SINAPI,"ARGAMASSA POLIMERICA IMPERMEABILIZANTE SEMIFLEXIVEL, BICOMPONENTE (MEMBRANA IMPERMEABILIZANTE ACRILICA)",KG,72.0,4.0,2023-01-01,MATERIAIS,288.0,NÃO,MATERIAL
10931,SINAPI,"TELA DE ARAME GALVANIZADA, HEXAGONAL, FIO 0,56 MM (24 BWG), MALHA 1/2"", H = 1 M",M²,10.0,19.06,2023-01-01,MATERIAIS,190.6,NÃO,MATERIAL
11270,SINAPI,"ABRACADEIRA DE LATAO PARA FIXACAO DE CABO PARA-RAIO, DIMENSOES 32 X 24 X 24 MM",UNID,15.0,3.22,2023-01-01,MATERIAIS,48.3,NÃO,MATERIAL
367,SINAPI,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",M³,5.0,61.25,2023-01-01,MATERIAIS,306.25,NÃO,MATERIAL
3080,SINAPI,"FECHADURA ESPELHO PARA PORTA EXTERNA, EM ACO INOX (MAQUINA, TESTA E CONTRA-TESTA) E EM ZAMAC (MACANETA, LINGUETA E TRINCOS) COM ACABAMENTO CROMADO, MAQUINA DE 40 MM, INCLUINDO CHAVE TIPO CILINDRO",UNID,5.0,91.57,2023-01-01,MATERIAIS,457.85,NÃO,MATERIAL
39701,SINAPI,"FITA ADESIVA ASFALTICA ALUMINIZADA MULTIUSO, L = 10 CM, ROLO DE 10 M",UNID,38.0,113.48,2023-01-01,MATERIAIS,4312.24,NÃO,MATERIAL
377,SINAPI,"ASSENTO SANITARIO DE PLASTICO, TIPO CONVENCIONAL",UNID,20.0,48.97,2023-01-01,MATERIAIS,979.4,NÃO,MATERIAL
21112,SINAPI,VALVULA DE DESCARGA EM METAL CROMADO PARA MICTORIO COM ACIONAMENTO POR PRESSAO E FECHAMENTO AUTOMATICO,UNID,3.0,307.54,2023-01-01,MATERIAIS,922.62,NÃO,MATERIAL
6148,SINAPI,"SIFAO PLASTICO FLEXIVEL SAIDA VERTICAL PARA COLUNA LAVATORIO, 1 X 1.1/2 """,UNID,10.0,12.45,2023-01-01,MATERIAIS,124.5,NÃO,NÃO ENCONTRADO
21114,SINAPI,"ADESIVO PARA TUBOS CPVC, *75* G",UNID,3.0,34.34,2023-01-01,MATERIAIS,103.02,NÃO,MATERIAL
11681,SINAPI,"ENGATE/RABICHO FLEXIVEL PLASTICO (PVC OU ABS) BRANCO 1/2 "" X 40 CM",UNID,10.0,10.43,2023-01-01,MATERIAIS,104.3,NÃO,MATERIAL
20170,SINAPI,"LUVA SIMPLES, PVC SERIE R, 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS",UNID,5.0,21.59,2023-01-01,MATERIAIS,107.95,NÃO,MATERIAL
6142,SINAPI,"CONJUNTO DE LIGACAO PARA BACIA SANITARIA AJUSTAVEL, EM PLASTICO BRANCO, COM TUBO, CANOPLA E ESPUDE",UNID,3.0,11.69,2023-01-01,MATERIAIS,35.07,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UM,1.0,508.23,2023-01-01,MATERIAIS,508.23,NÃO,NÃO SINAPI
10432,SINAPI,"MICTORIO INDICUDUAL, SIFONADO, LOUCA BRANCA, SEM COMPLEMENTOSMICTORIO INDIVIDUAL, SIFONADO, VALVULA EMBUTIDA, DE LOUCA BRANCA, SEM COMPLEMENTOS - PADRAO ALTO",UNID,3.0,310.91,2023-01-01,MATERIAIS,932.73,NÃO,MATERIAL
20271,SINAPI,"TANQUE DE LOUCA BRANCA, COM COLUNA, *30* L",UNID,1.0,465.83,2023-01-01,MATERIAIS,465.83,NÃO,MATERIAL
38383,SINAPI,"LIXA D'AGUA EM FOLHA, GRAO 100",UNID,10.0,2.93,2023-01-01,MATERIAIS,29.3,NÃO,MATERIAL
11772,SINAPI,"TORNEIRA METALICA CROMADA, DE MESA/BANCADA, PARA COZINHA, BICA MOVEL, COM AREJADOR, 1/2 "" OU 3/4 "" (REF 1167 / 1168)",UNID,10.0,119.97,2023-01-01,MATERIAIS,1199.7,NÃO,MATERIAL
36791,SINAPI,"TORNEIRA METALICA CROMADA DE MESA PARA LAVATORIO, BICA ALTA, COM AREJADOR (REF 1195)",UNID,10.0,134.99,2023-01-01,MATERIAIS,1349.9,NÃO,MATERIAL
38643,SINAPI,"VALVULA EM METAL CROMADO PARA LAVATORIO, 1 "" SEM LADRAO",UNID,10.0,47.52,2023-01-01,MATERIAIS,475.2,NÃO,MATERIAL
65,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA",UNID,10.0,1.41,2023-01-01,MATERIAIS,14.1,NÃO,MATERIAL
112,SINAPI,"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA",UNID,10.0,7.04,2023-01-01,MATERIAIS,70.4,NÃO,MATERIAL
38124,SINAPI,"ESPUMA EXPANSIVA DE POLIURETANO, APLICACAO MANUAL - 500 ML",UNID,2.0,37.85,2023-01-01,MATERIAIS,75.7,NÃO,MATERIAL
3148,SINAPI,FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C),UNID,10.0,10.28,2023-01-01,MATERIAIS,102.8,NÃO,MATERIAL
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-01-01,SERVIÇOS / EQUIPAMENTOS,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-01-01,SERVIÇOS / EQUIPAMENTOS,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,54.08,19.8,2023-01-01,SERVIÇOS / EQUIPAMENTOS,1070.78,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,43.75,22.66,2023-01-01,SERVIÇOS / EQUIPAMENTOS,991.38,NÃO,PINTURA INTERNA
ED-9076 (04/2022),SETOP,"LOCACAO DE ANDAIME METALICO TUBULAR DE ENCAIXE, TIPO DE TORRE, COM LARGURA DE 1 ATE 1,5 M E ALTURA DE *1,00* M (INCLUSO SAPATAS FIXAS OU RODIZIOS)",M/MÊS,5.0,24.46,2023-01-01,SERVIÇOS / EQUIPAMENTOS,122.3,NÃO,NÃO SINAPI
100327,SINAPI,"RUFO EXTERNO/INTERNO EM CHAPA DE AÇO GALVANIZADO NÚMERO 26, CORTE DE 33 CM, INCLUSO IÇAMENTO. AF_07/2019",M,22.0,89.32,2023-01-01,SERVIÇOS / EQUIPAMENTOS,1965.04,NÃO,TELHAMENTO PARA COBERTURA
94231,SINAPI,"RUFO EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, CORTE DE 25 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,50.0,78.92,2023-01-01,SERVIÇOS / EQUIPAMENTOS,3946.0,NÃO,TELHAMENTO PARA COBERTURA
ED-9076 (04/2022),SETOP,"LOCACAO DE ANDAIME METALICO TUBULAR DE ENCAIXE, TIPO DE TORRE, COM LARGURA DE 1 ATE 1,5 M E ALTURA DE *1,00* M (INCLUSO SAPATAS FIXAS OU RODIZIOS)",M/MÊS,3.0,24.46,2023-01-01,SERVIÇOS / EQUIPAMENTOS,73.38,NÃO,NÃO SINAPI
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,157.12,19.8,2023-01-01,SERVIÇOS / EQUIPAMENTOS,3110.98,NÃO,PINTURA INTERNA
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,157.12,19.8,2023-01-01,SERVIÇOS / EQUIPAMENTOS,3110.98,NÃO,PINTURA INTERNA
102492,SINAPI,"PINTURA DE PISO COM TINTA ACRÍLICA, APLICAÇÃO MANUAL, 3 DEMÃOS, INCLUSO FUNDO PREPARADOR. AF_05/2021",M²,143.49,30.01,2023-01-01,SERVIÇOS / EQUIPAMENTOS,4306.13,NÃO,PINTURA PARA PISOS E PARA SINALIZAÇÃO HORIZONTAL E VERTICAL
88485,SINAPI,"APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM PAREDES, UMA DEMÃO. AF_06/2014",M²,157.12,3.89,2023-01-01,SERVIÇOS / EQUIPAMENTOS,611.2,NÃO,PINTURA INTERNA
99814,SINAPI,LIMPEZA DE SUPERFÍCIE COM JATO DE ALTA PRESSÃO. AF_04/2019,M²,157.12,2.71,2023-01-01,SERVIÇOS / EQUIPAMENTOS,425.8,NÃO,LIMPEZA DE OBRA
05.01.028,FDE,PORTAS PARA DIVISORIAS CHAPA FIBRA MAD PRENS BP COM FERRAGENS,UNID,2.0,603.81,2023-01-01,SERVIÇOS / EQUIPAMENTOS,1207.62,NÃO,NÃO SINAPI
04.80.015,FDE,"DIVISORIAS DE CHAPAS DURATEX OU SIMILAR,INCL ENTARUGAMENTO",M²,4.31,150.7,2023-01-01,SERVIÇOS / EQUIPAMENTOS,649.52,NÃO,NÃO SINAPI
04.80.015,FDE,"DIVISORIAS DE CHAPAS DURATEX OU SIMILAR,INCL ENTARUGAMENTO",M²,11.25,150.7,2023-01-01,SERVIÇOS / EQUIPAMENTOS,1695.37,NÃO,NÃO SINAPI
92106,SINAPI,"CAMINHÃO PARA EQUIPAMENTO DE LIMPEZA A SUCÇÃO, COM CAMINHÃO TRUCADO DE PESO BRUTO TOTAL 23000 KG, CARGA ÚTIL MÁXIMA 15935 KG, DISTÂNCIA ENTRE EIXOS 4,80 M, POTÊNCIA 230 CV, INCLUSIVE LIMPADORA A SUCÇÃO, TANQUE 12000 L - CHP DIURNO. AF_11/2015",CHP,2.5,419.05,2023-01-01,SERVIÇOS / EQUIPAMENTOS,1047.62,NÃO,CUSTOS HORÁRIOS PRODUTIVO E IMPRODUTIVO DOS EQUIPAMENTOS
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,41.2,2023-02-01,EQUIPE,7416.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-02-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-02-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-02-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-02-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-02-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-02-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-02-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-02-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-02-01,EQUIPE,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,29.85,2023-02-01,EQUIPE,5373.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,29.85,2023-02-01,EQUIPE,5373.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
377,SINAPI,"ASSENTO SANITARIO DE PLASTICO, TIPO CONVENCIONAL",UNID,20.0,48.97,2023-02-01,MATERIAIS,979.4,NÃO,MATERIAL
11762,SINAPI,"TORNEIRA METALICA CROMADA PARA JARDIM / TANQUE, COM BICO PLASTICO, CANO LONGO, DE PAREDE, PADRAO POPULAR / USO GERAL , 1/2 "" OU 3/4 "" (REF 1153 / 1130)",UNID,10.0,56.72,2023-02-01,MATERIAIS,567.2,NÃO,MATERIAL
39701,SINAPI,"FITA ADESIVA ASFALTICA ALUMINIZADA MULTIUSO, L = 10 CM, ROLO DE 10 M",UNID,5.0,113.48,2023-02-01,MATERIAIS,567.4,NÃO,MATERIAL
6148,SINAPI,"SIFAO PLASTICO FLEXIVEL SAIDA VERTICAL PARA COLUNA LAVATORIO, 1 X 1.1/2 """,UNID,15.0,12.45,2023-02-01,MATERIAIS,186.75,NÃO,NÃO ENCONTRADO
11681,SINAPI,"ENGATE/RABICHO FLEXIVEL PLASTICO (PVC OU ABS) BRANCO 1/2 "" X 40 CM",UNID,10.0,10.43,2023-02-01,MATERIAIS,104.3,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UNID,14.0,508.23,2023-02-01,MATERIAIS,7115.22,NÃO,NÃO SINAPI
20111,SINAPI,"FITA ISOLANTE ADESIVA ANTICHAMA, USO ATE 750 V, EM ROLO DE 19 MM X 20 M",UNID,5.0,20.91,2023-02-01,MATERIAIS,104.55,NÃO,MATERIAL
3148,SINAPI,FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C),UNID,10.0,10.28,2023-02-01,MATERIAIS,102.8,NÃO,MATERIAL
13417,SINAPI,"TORNEIRA METALICA CROMADA CANO CURTO, SEM BICO, SEM AREJADOR, DE PAREDE, PARA TANQUE E USO GERAL, 1/2 "" OU 3/4 "" (REF 1143)",UNID,2.0,89.93,2023-02-01,MATERIAIS,179.86,NÃO,MATERIAL
11749,SINAPI,"VALVULA DE ESFERA BRUTA EM BRONZE, BITOLA 3/4 "" (REF 1552-B)",UNID,10.0,53.05,2023-02-01,MATERIAIS,530.5,NÃO,MATERIAL
20078,SINAPI,"PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS)",UNID,3.0,27.63,2023-02-01,MATERIAIS,82.89,NÃO,MATERIAL
11674,SINAPI,"REGISTRO DE ESFERA, PVC, COM VOLANTE, VS, SOLDAVEL, DN 25 MM, COM CORPO DIVIDIDO",UNID,10.0,35.99,2023-02-01,MATERIAIS,359.9,NÃO,MATERIAL
36791,SINAPI,"TORNEIRA METALICA CROMADA DE MESA PARA LAVATORIO, BICA ALTA, COM AREJADOR (REF 1195)",UNID,10.0,134.99,2023-02-01,MATERIAIS,1349.9,NÃO,MATERIAL
142,SINAPI,SELANTE ELASTICO MONOCOMPONENTE A BASE DE POLIURETANO (PU) PARA JUNTAS DIVERSAS,UNID,110.0,41.85,2023-02-01,MATERIAIS,4603.5,NÃO,MATERIAL
3501,SINAPI,"JOELHO, PVC SOLDAVEL, 45 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL",UNID,10.0,6.91,2023-02-01,MATERIAIS,69.1,NÃO,MATERIAL
3867,SINAPI,"LUVA PVC SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL",UNID,5.0,123.44,2023-02-01,MATERIAIS,617.2,NÃO,MATERIAL
7146,SINAPI,"TE SOLDAVEL, PVC, 90 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL (NBR 5648)",UNID,6.0,267.32,2023-02-01,MATERIAIS,1603.92,NÃO,MATERIAL
1379,SINAPI,CIMENTO PORTLAND COMPOSTO CP II-32,UNID,1500.0,0.76,2023-02-01,MATERIAIS,1140.0,NÃO,MATERIAL
43060,SINAPI,"ACO CA-60, 8,0 MM OU 9,5 MM, VERGALHAO",KG,23.52,10.23,2023-02-01,MATERIAIS,240.61,NÃO,MATERIAL
43059,SINAPI,"ACO CA-60, 4,2 MM, OU 5,0 MM, OU 6,0 MM, OU 7,0 MM, VERGALHAO",KG,6.550000000000001,11.74,2023-02-01,MATERIAIS,76.9,NÃO,MATERIAL
21114,SINAPI,"ADESIVO PARA TUBOS CPVC, *75* G",UNID,12.0,34.34,2023-02-01,MATERIAIS,412.08,NÃO,MATERIAL
37949,SINAPI,"JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL",UNID,10.0,2.79,2023-02-01,MATERIAIS,27.9,NÃO,MATERIAL
3526,SINAPI,"JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL",UNID,10.0,3.75,2023-02-01,MATERIAIS,37.5,NÃO,MATERIAL
3897,SINAPI,"LUVA SIMPLES, PVC, SOLDAVEL, DN 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL",UNID,10.0,1.98,2023-02-01,MATERIAIS,19.8,NÃO,MATERIAL
37948,SINAPI,"TE SANITARIO, PVC, DN 40 X 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL",UNID,10.0,4.81,2023-02-01,MATERIAIS,48.1,NÃO,MATERIAL
7097,SINAPI,"TE SANITARIO, PVC, DN 50 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL",UNID,10.0,10.55,2023-02-01,MATERIAIS,105.5,NÃO,MATERIAL
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-02-01,SERVIÇOS / EQUIPAMENTOS,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,29.9,2023-02-01,SERVIÇOS / EQUIPAMENTOS,5382.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
100308,SINAPI,MECÂNICO DE REFRIGERAÇÃO COM ENCARGOS COMPLEMENTARES,H,10.0,35.22,2023-02-01,SERVIÇOS / EQUIPAMENTOS,352.2,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,195.92,19.8,2023-02-01,SERVIÇOS / EQUIPAMENTOS,3879.22,NÃO,PINTURA INTERNA
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,195.92,19.8,2023-02-01,SERVIÇOS / EQUIPAMENTOS,3879.22,NÃO,PINTURA INTERNA
102492,SINAPI,"PINTURA DE PISO COM TINTA ACRÍLICA, APLICAÇÃO MANUAL, 3 DEMÃOS, INCLUSO FUNDO PREPARADOR. AF_05/2021",M²,28.42,30.01,2023-02-01,SERVIÇOS / EQUIPAMENTOS,852.88,NÃO,PINTURA PARA PISOS E PARA SINALIZAÇÃO HORIZONTAL E VERTICAL
88485,SINAPI,"APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM PAREDES, UMA DEMÃO. AF_06/2014",M²,195.92,3.89,2023-02-01,SERVIÇOS / EQUIPAMENTOS,762.13,NÃO,PINTURA INTERNA
99814,SINAPI,LIMPEZA DE SUPERFÍCIE COM JATO DE ALTA PRESSÃO. AF_04/2019,M²,224.34,2.71,2023-02-01,SERVIÇOS / EQUIPAMENTOS,607.96,NÃO,LIMPEZA DE OBRA
100746,SINAPI,PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020,M²,19.76,33.14,2023-02-01,SERVIÇOS / EQUIPAMENTOS,654.85,NÃO,PINTURA EM SUPERFÍCIES METÁLICAS
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,32.56,19.8,2023-02-01,SERVIÇOS / EQUIPAMENTOS,644.69,NÃO,PINTURA INTERNA
04.80.015,FDE,"DIVISORIAS DE CHAPAS DURATEX OU SIMILAR,INCL ENTARUGAMENTO",M²,11.25,150.7,2023-02-01,SERVIÇOS / EQUIPAMENTOS,1695.37,NÃO,NÃO SINAPI
102162,SINAPI,"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 4 MM",M²,3.0,432.58,2023-02-01,SERVIÇOS / EQUIPAMENTOS,1297.74,NÃO,VIDROS E ESPELHOS
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,41.2,2023-03-01,EQUIPE,7416.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-03-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,35.47,2023-03-01,EQUIPE,6384.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-03-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,30.5,2023-03-01,EQUIPE,5490.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-03-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,34.73,2023-03-01,EQUIPE,6251.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
