CÓDIGO,BANCO,DESCRIÇÃO DAS ETAPAS,UNID.,QUANT.,UNITÁRIO C/ BDI e DESCONTO,DATA,CATEGORIA,TOTAL DA ETAPA,CORREÇÃO,CLASSIFICAÇÃO SINAPI
140,SINAPI,IMPERMEABILIZANTE FLEXIVEL BRANCO DE BASE ACRILICA PARA COBERTURAS,KG,90.0,22.03,2024-10-01,MATERIAIS,1982.7,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UNID,3.0,523.36,2024-10-01,MATERIAIS,1570.08,NÃO,NÃO SINAPI
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.83,2024-10-01,SERVIÇOS / EQUIPAMENTOS,7169.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,37.15,2024-10-01,SERVIÇOS / EQUIPAMENTOS,6687.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88310,SINAPI,PINTOR COM ENCARGOS COMPLEMENTARES,H,180.0,43.88,2024-10-01,SERVIÇOS / EQUIPAMENTOS,7898.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
93588,SINAPI,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 10 M³, EM VIA URBANA EM LEITO NATURAL (UNIDADE: M3XKM). AF_07/2020",M3XKM,136.0,3.9,2024-10-01,SERVIÇOS / EQUIPAMENTOS,530.4,NÃO,"TRANSPORTE, CARGA E DESCARGA DE MATERIAIS"
100327,SINAPI,"RUFO EXTERNO/INTERNO EM CHAPA DE AÇO GALVANIZADO NÚMERO 26, CORTE DE 33 CM, INCLUSO ORÇAMENTO. AF_07/2019",M,18.0,76.92,2024-10-01,SERVIÇOS / EQUIPAMENTOS,1384.56,NÃO,TELHAMENTO PARA COBERTURA
88323,SINAPI,TELHADISTA COM ENCARGOS COMPLEMENTARES - REVISÃO E IMPERMEABILIZAÇÃO PARAFUSOS E ENCAIXES,H,4.0,39.34,2024-10-01,SERVIÇOS / EQUIPAMENTOS,157.36,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
94228,SINAPI,"CALHA EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, DESENVOLVIMENTO DE 50 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,58.0,114.24,2024-10-01,SERVIÇOS / EQUIPAMENTOS,6625.92,NÃO,TELHAMENTO PARA COBERTURA
104803,SINAPI,"REMOÇÃO CALHAS E RUFOS, DE FORMA MANUAL, SEM REAPROVEITAMENTO. AF_09/2023",M,58.0,7.07,2024-10-01,SERVIÇOS / EQUIPAMENTOS,410.06,NÃO,DEMOLIÇÕES E REMOÇÕES
89578,SINAPI,"TUBO PVC, SÉRIE R, ÁGUA PLUVIAL, DN 100 MM, FORNECIDO E INSTALADO EM CONDUTORES VERTICAIS DE ÁGUAS PLUVIAIS. AF_06/2022",M,30.0,38.32,2024-10-01,SERVIÇOS / EQUIPAMENTOS,1149.6,NÃO,"INSTALAÇÕES PREDIAIS DE ÁGUAS PLUVIAIS - TUBOS, CONEXÕES, CAIXAS E RALOS"
102161,SINAPI,TELHADISTA COM ENCARGOS COMPLEMENTARES - REVISÃO E IMPERMEABILIZAÇÃO PARAFUSOS E ENCAIXES,H,8.0,39.34,2024-10-01,SERVIÇOS / EQUIPAMENTOS,314.72,NÃO,VIDROS E ESPELHOS
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,79.3,17.61,2024-10-01,SERVIÇOS / EQUIPAMENTOS,1396.47,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,28.05,21.14,2024-10-01,SERVIÇOS / EQUIPAMENTOS,592.98,NÃO,PINTURA INTERNA
88485,SINAPI,"APLICAÇÃO DE FUNDO SELADOR ACRÍLICO EM PAREDES, UMA DEMÃO. AF_06/2014",M²,18.0,6.0,2024-10-01,SERVIÇOS / EQUIPAMENTOS,108.0,NÃO,PINTURA INTERNA
100746,SINAPI,PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020,M²,13.44,36.48,2024-10-01,SERVIÇOS / EQUIPAMENTOS,490.29,NÃO,PINTURA EM SUPERFÍCIES METÁLICAS
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,143.5,17.61,2024-10-01,SERVIÇOS / EQUIPAMENTOS,2527.03,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,31.24,21.14,2024-10-01,SERVIÇOS / EQUIPAMENTOS,660.41,NÃO,PINTURA INTERNA
98554,SINAPI,"IMPERMEABILIZAÇÃO DE SUPERFÍCIE COM MEMBRANA À BASE DE RESINA ACRÍLICA, 3 DEMÃOS. AF_06/2018",M²,31.24,61.68,2024-10-01,SERVIÇOS / EQUIPAMENTOS,1926.88,NÃO,"IMPERMEABILIZAÇÃO, PROTEÇÃO MECÂNICA E TRATAMENTO DE JUNTA"
99814,SINAPI,LIMPEZA DE SUPERFÍCIE COM JATO DE ALTA PRESSÃO. AF_04/2019,M²,73.84,3.08,2024-10-01,SERVIÇOS / EQUIPAMENTOS,227.43,NÃO,LIMPEZA DE OBRA
88489,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM PAREDES, DUAS DEMÃOS. AF_06/2014",M²,329.14,17.61,2024-10-01,SERVIÇOS / EQUIPAMENTOS,5796.16,NÃO,PINTURA INTERNA
88488,SINAPI,"APLICAÇÃO MANUAL DE PINTURA COM TINTA LÁTEX ACRÍLICA EM TETO, DUAS DEMÃOS. AF_06/2014",M²,146.86,21.14,2024-10-01,SERVIÇOS / EQUIPAMENTOS,3104.62,NÃO,PINTURA INTERNA
95305,SINAPI,"TEXTURA ACRÍLICA, APLICAÇÃO MANUAL EM PAREDE, UMA DEMÃO. AF_04/2023",M²,31.24,18.43,2024-10-01,SERVIÇOS / EQUIPAMENTOS,575.75,NÃO,PINTURA INTERNA
100746,SINAPI,PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020,M²,26.880000000000003,36.48,2024-10-01,SERVIÇOS / EQUIPAMENTOS,980.58,NÃO,PINTURA EM SUPERFÍCIES METÁLICAS
14.30.110,CPOS,"Divisória cega tipo naval, acabamento em laminado fenólico melamínico, com espessura de 3,5 cm",M²,16.5,195.87,2024-10-01,SERVIÇOS / EQUIPAMENTOS,3231.86,NÃO,NÃO SINAPI
4066,ORSE,"Porta para divisória, dim. 820 x 2110 x 35mm, Naval ou similar - Rev. 01",UNID,1.0,384.18,2024-10-01,SERVIÇOS / EQUIPAMENTOS,384.18,NÃO,NÃO SINAPI
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,162.0,58.56,2024-11-01,EQUIPE,9486.72,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,162.0,44.16,2024-11-01,EQUIPE,7153.92,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,162.0,44.16,2024-11-01,EQUIPE,7153.92,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,162.0,36.4,2024-11-01,EQUIPE,5896.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,162.0,36.4,2024-11-01,EQUIPE,5896.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,39.83,2024-11-01,EQUIPE,6452.46,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,39.83,2024-11-01,EQUIPE,6452.46,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,37.15,2024-11-01,EQUIPE,6018.3,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,37.15,2024-11-01,EQUIPE,6018.3,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,37.15,2024-11-01,EQUIPE,6018.3,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,162.0,34.32,2024-11-01,EQUIPE,5559.84,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,153.0,34.32,2024-11-01,EQUIPE,5250.96,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
4720,SINAPI,"PEDRA BRITADA N. 0, OU PEDRISCO (4,8 A 9,5 MM) POSTO PEDREIRA/FORNECEDOR, SEM FRETE",M³,3.0,92.68,2024-11-01,MATERIAIS,278.04,NÃO,MATERIAL
367,SINAPI,"AREIA GROSSA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",M³,5.0,75.9,2024-11-01,MATERIAIS,379.5,NÃO,MATERIAL
366,SINAPI,"AREIA FINA - POSTO JAZIDA/FORNECEDOR (RETIRADO NA JAZIDA, SEM TRANSPORTE)",M³,3.0,74.94,2024-11-01,MATERIAIS,224.82,NÃO,MATERIAL
1379,SINAPI,CIMENTO PORTLAND COMPOSTO CP II-32,UNID,2000.0,0.69,2024-11-01,MATERIAIS,1380.0,NÃO,MATERIAL
43132,SINAPI,"ARAME RECOZIDO 16 BWG, D = 1,65 MM (0,016 KG/M) OU 18 BWG, D = 1,25 MM (0,01 KG/M)",KG,5.0,19.02,2024-11-01,MATERIAIS,95.1,NÃO,MATERIAL
1381,SINAPI,ARGAMASSA COLANTE AC I PARA CERAMICAS,KG,20.0,0.86,2024-11-01,MATERIAIS,17.2,NÃO,MATERIAL
11621,SINAPI,"MANTA ASFALTICA ELASTOMERICA EM POLIESTER ALUMINIZADA 3 MM, TIPO III, CLASSE B (NBR 9952)",M²,10.0,68.57,2024-11-01,MATERIAIS,685.7,NÃO,MATERIAL
10515,SINAPI,"REVESTIMENTO EM CERAMICA ESMALTADA EXTRA, PEI MAIOR OU IGUAL 4, FORMATO MAIOR A 2025 CM2",M²,10.0,69.15,2024-11-01,MATERIAIS,691.5,NÃO,MATERIAL
6212,SINAPI,"TABUA *2,5 X 30 CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA",M,90.0,14.81,2024-11-01,MATERIAIS,1332.9,NÃO,MATERIAL
2745,SINAPI,"PONTALETE ROLICO SEM TRATAMENTO, D = 8 A 11 CM, H = 3 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO - BRUTA (PARA ESCORAMENTO)",M,90.0,3.71,2024-11-01,MATERIAIS,333.9,NÃO,MATERIAL
377,SINAPI,"ASSENTO SANITARIO DE PLASTICO, TIPO CONVENCIONAL",UNID,45.0,49.0,2024-11-01,MATERIAIS,2205.0,NÃO,MATERIAL
11681,SINAPI,"ENGATE/RABICHO FLEXIVEL PLASTICO (PVC OU ABS) BRANCO 1/2 "" X 40 CM",UNID,10.0,9.61,2024-11-01,MATERIAIS,96.1,NÃO,MATERIAL
11762,SINAPI,"TORNEIRA METALICA CROMADA PARA JARDIM / TANQUE, COM BICO PLASTICO, CANO LONGO, DE PAREDE, PADRAO POPULAR / USO GERAL , 1/2 "" OU 3/4 "" (REF 1153 / 1130)",UNID,10.0,59.57,2024-11-01,MATERIAIS,595.7,NÃO,MATERIAL
3148,SINAPI,FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C),UNID,10.0,9.3,2024-11-01,MATERIAIS,93.0,NÃO,MATERIAL
7288,SINAPI,TINTA ESMALTE SINTETICO PREMIUM FOSCO - PRETO,L,18.0,48.27,2024-11-01,MATERIAIS,868.86,NÃO,MATERIAL
12815,SINAPI,FITA CREPE ROLO DE 25 MM X 50 M,UNID,20.0,12.36,2024-11-01,MATERIAIS,247.2,NÃO,MATERIAL
43626,SINAPI,MASSA CORRIDA PARA SUPERFICIES DE AMBIENTES INTERNOS,KG,46.0,4.24,2024-11-01,MATERIAIS,195.04,NÃO,MATERIAL
7307,SINAPI,FUNDO ANTICORROSIVO PARA METAIS FERROSOS (ZARCAO),L,36.0,51.36,2024-11-01,MATERIAIS,1848.96,NÃO,MATERIAL
7292,SINAPI,TINTA ESMALTE SINTETICO PREMIUM BRILHANTE AMARELO,L,7.2,47.61,2024-11-01,MATERIAIS,342.79,NÃO,MATERIAL
43647,SINAPI,TINTA ESMALTE SINTETICO STANDARD BRILHANTE BRANCO,L,18.0,35.4,2024-11-01,MATERIAIS,637.2,NÃO,MATERIAL
7292,SINAPI,TINTA ESMALTE SINTETICO PREMIUM BRILHANTE VERDE,L,18.0,47.61,2024-11-01,MATERIAIS,856.98,NÃO,MATERIAL
7292,SINAPI,TINTA ESMALTE SINTETICO PREMIUM BRILHANTE VERMELHO,L,7.2,47.61,2024-11-01,MATERIAIS,342.79,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR AREIA REAL",L,18.0,23.2,2024-11-01,MATERIAIS,417.6,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR BRANCA",L,72.0,23.2,2024-11-01,MATERIAIS,1670.4,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR BRANCA GELO",L,36.0,23.2,2024-11-01,MATERIAIS,835.2,NÃO,MATERIAL
11414,ORSE,Lixa em folha p/ parede nº 150,UNID,100.0,1.0,2024-11-01,MATERIAIS,100.0,NÃO,NÃO SINAPI
43651,SINAPI,MASSA ACRILICA PARA SUPERFICIES INTERNAS E EXTERNAS,KG,46.0,7.63,2024-11-01,MATERIAIS,350.98,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UNID,3.0,523.36,2024-11-01,MATERIAIS,1570.08,NÃO,NÃO SINAPI
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,162.0,39.83,2024-11-01,SERVIÇOS / EQUIPAMENTOS,6452.46,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,90.0,37.15,2024-11-01,SERVIÇOS / EQUIPAMENTOS,3343.5,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88310,SINAPI,PINTOR COM ENCARGOS COMPLEMENTARES,H,167.0,43.88,2024-11-01,SERVIÇOS / EQUIPAMENTOS,7327.96,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
93588,SINAPI,"TRANSPORTE COM CAMINHÃO BASCULANTE DE 10 M³, EM VIA URBANA EM LEITO NATURAL (UNIDADE: M3XKM). AF_07/2020",M3XKM,187.0,3.9,2024-11-01,SERVIÇOS / EQUIPAMENTOS,729.3,NÃO,"TRANSPORTE, CARGA E DESCARGA DE MATERIAIS"
16.32.070,CPOS,"COBERTURA EM POLICARBONATO ALVEOLAR 6MM, ESTRUTURA METÁLICA, INSTALADA",M²,0.0,271.98,2024-11-01,SERVIÇOS / EQUIPAMENTOS,0.0,NÃO,NÃO SINAPI
100746,SINAPI,PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020,M²,0.0,36.48,2024-11-01,SERVIÇOS / EQUIPAMENTOS,0.0,NÃO,PINTURA EM SUPERFÍCIES METÁLICAS
F.04.000.025638,CPOS,Chapa em policarbonato alveolar bronze de 10 x 2100 x 6000 mm,UNID,0.0,1667.38,2024-11-01,SERVIÇOS / EQUIPAMENTOS,0.0,NÃO,NÃO SINAPI
102161,SINAPI,"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 3 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS",M²,8.25,363.73,2024-11-01,SERVIÇOS / EQUIPAMENTOS,3000.77,NÃO,VIDROS E ESPELHOS
100701,SINAPI,"PORTA DE FERRO, DE ABRIR, TIPO GRADE COM CHAPA, COM GUARNIÇÕES. AF_12/2019                                           5PORTAS",M²,23.1,692.67,2024-11-01,SERVIÇOS / EQUIPAMENTOS,16000.68,NÃO,ESQUADRIAS - PORTAS
06.03.017,FDE,BP-02 BARRA ANTIPANICO DUPLA,M²,5.0,1894.49,2024-11-01,SERVIÇOS / EQUIPAMENTOS,9472.45,NÃO,NÃO SINAPI
100746,SINAPI,PINTURA COM TINTA ALQUÍDICA DE ACABAMENTO (ESMALTE SINTÉTICO BRILHANTE) APLICADA A ROLO OU PINCEL SOBRE SUPERFÍCIES METÁLICAS (EXCETO PERFIL) EXECUTADO EM OBRA (POR DEMÃO). AF_01/2020,M²,46.2,36.48,2024-11-01,SERVIÇOS / EQUIPAMENTOS,1685.38,NÃO,PINTURA EM SUPERFÍCIES METÁLICAS
90776,SINAPI,ENCARREGADO GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,58.56,2024-12-01,EQUIPE,10540.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,44.16,2024-12-01,EQUIPE,7948.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88267,SINAPI,ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,44.16,2024-12-01,EQUIPE,7948.8,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,36.4,2024-12-01,EQUIPE,6552.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88248,SINAPI,AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES,H,180.0,36.4,2024-12-01,EQUIPE,6552.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.83,2024-12-01,EQUIPE,7169.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88309,SINAPI,PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,39.83,2024-12-01,EQUIPE,7169.4,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,37.15,2024-12-01,EQUIPE,6687.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,37.15,2024-12-01,EQUIPE,6687.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88242,SINAPI,AJUDANTE DE PEDREIRO COM ENCARGOS COMPLEMENTARES,H,180.0,37.15,2024-12-01,EQUIPE,6687.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,180.0,34.32,2024-12-01,EQUIPE,6177.6,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
88241,SINAPI,AJUDANTE DE OPERAÇÃO EM GERAL COM ENCARGOS COMPLEMENTARES,H,0.0,34.32,2024-12-01,EQUIPE,0.0,NÃO,LIVRO SINAPI: CÁLCULOS E PARÂMETROS
377,SINAPI,"ASSENTO SANITARIO DE PLASTICO, TIPO CONVENCIONAL",UNID,60.0,49.0,2024-12-01,MATERIAIS,2940.0,NÃO,MATERIAL
44945,SINAPI,"SIFAO / TUBO SINFONADO EXTENSIVEL/SANFONADO, UNIVERSAL/ SIMPLES, ENTRE *50 A 70* CM, DE PLASTICO BRANCO",UNID,25.0,12.6,2024-12-01,MATERIAIS,315.0,NÃO,MATERIAL
11772,SINAPI,"TORNEIRA METALICA CROMADA, DE MESA/BANCADA, PARA COZINHA, BICA MOVEL, COM AREJADOR, 1/2 "" OU 3/4 "" (REF 1167 / 1168)",UNID,10.0,125.97,2024-12-01,MATERIAIS,1259.7,NÃO,MATERIAL
38996,SINAPI,"CONECTOR / ADAPTADOR F/M, COM INSERTO METALICO, PPR, DN 25 MM X 1/2"", PARA AGUA QUENTE E FRIA PREDIAL",UNID,5.0,20.53,2024-12-01,MATERIAIS,102.65,NÃO,MATERIAL
38643,SINAPI,"VALVULA EM METAL CROMADO PARA LAVATORIO, 1"" SEM LADRAO",UNID,15.0,52.29,2024-12-01,MATERIAIS,784.35,NÃO,MATERIAL
6157,SINAPI,"VALVULA EM METAL CROMADO PARA PIA AMERICANA 3.1/2 X 1.1/2""",UNID,10.0,71.44,2024-12-01,MATERIAIS,714.4,NÃO,MATERIAL
11686,SINAPI,"CONJUNTO DE LIGACAO PARA VASO / BACIA SANITARIA, EM PLASTICO BRANCO, COM TUBO, CANOPLA E ANEL DE EXPANSAO (TUBO 1.1/2"" X 20 CM)",UNID,20.0,16.0,2024-12-01,MATERIAIS,320.0,NÃO,MATERIAL
36791,SINAPI,"TORNEIRA METALICA CROMADA DE MESA PARA LAVATORIO, BICA ALTA, COM AREJADOR (REF 1195)",UNID,15.0,141.74,2024-12-01,MATERIAIS,2126.1,NÃO,MATERIAL
11681,SINAPI,"ENGATE/RABICHO FLEXIVEL PLASTICO (PVC OU ABS) BRANCO 1/2 "" X 40 CM",UNID,15.0,9.61,2024-12-01,MATERIAIS,144.15,NÃO,MATERIAL
11762,SINAPI,"TORNEIRA METALICA CROMADA PARA JARDIM / TANQUE, COM BICO PLASTICO, CANO LONGO, DE PAREDE, PADRAO POPULAR / USO GERAL , 1/2 "" OU 3/4 "" (REF 1153 / 1130)",UNID,20.0,59.45,2024-12-01,MATERIAIS,1189.0,NÃO,MATERIAL
3148,SINAPI,FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C),UNID,20.0,9.3,2024-12-01,MATERIAIS,186.0,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR BRANCA",L,36.0,23.2,2024-12-01,MATERIAIS,835.2,NÃO,MATERIAL
35692,SINAPI,"TINTA LATEX ACRILICA STANDARD, COR BRANCA GELO",L,36.0,23.2,2024-12-01,MATERIAIS,835.2,NÃO,MATERIAL
3768,SINAPI,"LIXA EM FOLHA PARA FERRO, NUMERO 150",UNID,50.0,4.28,2024-12-01,MATERIAIS,214.0,NÃO,MATERIAL
8.01.02,FDE,ALUGUEL CAÇAMBA 4M3,UNID,1.0,523.36,2024-12-01,MATERIAIS,523.36,NÃO,NÃO SINAPI
34464,SINAPI,"TELHA DE FIBROCIMENTO E = 6 MM, DE 4,10 X 1,06 M (SEM AMIANTO)",UNID,20.0,232.16,2024-12-01,MATERIAIS,4643.2,NÃO,MATERIAL
10432,SINAPI,"MICTORIO INDICUDUAL, SIFONADO, LOUCA BRANCA, SEM COMPLEMENTOSMICTORIO INDIVIDUAL, SIFONADO, VALVULA EMBUTIDA, DE LOUCA BRANCA, SEM COMPLEMENTOS - PADRAO ALTO",UNID,7.0,424.04,2024-12-01,MATERIAIS,2968.28,NÃO,MATERIAL
4384,SINAPI,"PARAFUSO NIQUELADO COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-10",UNID,15.0,28.63,2024-12-01,MATERIAIS,429.45,NÃO,MATERIAL
4351,SINAPI,"PARAFUSO NIQUELADO 3 1/2"" COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-8",UNID,15.0,21.22,2024-12-01,MATERIAIS,318.3,NÃO,MATERIAL
11950,SINAPI,"BUCHA DE NYLON SEM ABA S6, COM PARAFUSO DE 4,20 X 40 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UNID,20.0,0.21,2024-12-01,MATERIAIS,4.2,NÃO,MATERIAL
7583,SINAPI,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UNID,300.0,0.43,2024-12-01,MATERIAIS,129.0,NÃO,MATERIAL
38124,SINAPI,"ESPUMA EXPANSIVA DE POLIURETANO, APLICACAO MANUAL - 500 ML",UNID,12.0,38.41,2024-12-01,MATERIAIS,460.92,NÃO,MATERIAL
297,SINAPI,"ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 75 MM (NBR 5688)",UNID,10.0,2.42,2024-12-01,MATERIAIS,24.2,NÃO,MATERIAL
20148,SINAPI,"JOELHO, PVC SERIE R, 45 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL",UNID,10.0,4.18,2024-12-01,MATERIAIS,41.8,NÃO,MATERIAL
20151,SINAPI,"JOELHO, PVC SERIE R, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL",UNID,10.0,21.29,2024-12-01,MATERIAIS,212.9,NÃO,MATERIAL
37949,SINAPI,"JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL",UNID,10.0,2.32,2024-12-01,MATERIAIS,23.2,NÃO,MATERIAL
3526,SINAPI,"JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL",UNID,10.0,3.18,2024-12-01,MATERIAIS,31.8,NÃO,MATERIAL
3897,SINAPI,"LUVA SIMPLES, PVC, SOLDAVEL, DN 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL",UNID,10.0,1.66,2024-12-01,MATERIAIS,16.6,NÃO,MATERIAL
